nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Agustus;1127694;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Agustus;381083;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Agustus;212774;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Agustus;157696;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;September;157384;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;September;1042837;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;September;308402;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;September;183247;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;September;148946;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Oktober;194955;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Oktober;1244928;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Oktober;433271;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Oktober;202924;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Oktober;178119;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;November;171558;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;November;1174931;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;November;427065;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;November;199246;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;November;160807;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Desember;186619;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Desember;1293066;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Desember;417994;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Desember;211199;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2009;Desember;115750;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Januari;208514;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Januari;1176478;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Januari;388819;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Januari;207334;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Januari;174885;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Februari;160198;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Februari;1100169;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Februari;349148;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Februari;177417;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Februari;160367;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Maret;196749;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Maret;1225671;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Maret;337764;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Maret;189836;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Maret;188925;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;April;198087;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;April;1206909;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;April;405263;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;April;203797;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;April;182210;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Mei;207410;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Mei;1292549;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Mei;422810;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Mei;217123;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Mei;187673;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juni;218708;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juni;1298975;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juni;441067;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juni;228471;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juni;185722;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juli;236892;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juli;1450214;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juli;476358;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juli;264617;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Juli;220400;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Agustus;199104;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Agustus;1152985;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Agustus;367383;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Agustus;218281;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Agustus;177523;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;September;226741;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;September;1309501;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;September;455251;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;September;240567;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;September;207221;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Oktober;229672;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Oktober;1393142;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Oktober;477450;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Oktober;249260;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Oktober;211576;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;November;214522;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;November;1312017;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;November;449044;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;November;229486;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;November;202386;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Desember;224539;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Desember;1550547;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Desember;474367;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Desember;260061;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2010;Desember;213618;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Januari;253516;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Januari;1354230;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Januari;457763;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Januari;266295;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Januari;221048;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Februari;217799;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Februari;1259187;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Februari;413489;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Februari;223581;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Februari;191047;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Maret;229612;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Maret;1402161;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Maret;436203;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Maret;229840;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Maret;210888;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;April;229468;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;April;1373346;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;April;429024;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;April;241933;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;April;203694;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Mei;233719;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Mei;1424388;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Mei;448132;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Mei;253887;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Mei;212927;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juni;242193;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juni;1645041;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juni;518562;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juni;279921;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juni;224308;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juli;264443;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juli;1698808;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juli;529225;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juli;322512;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Juli;236545;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Agustus;203660;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Agustus;1279539;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Agustus;386770;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Agustus;241240;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Agustus;317082;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;September;267672;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;September;1535120;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;September;548400;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;September;307724;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;September;250400;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Oktober;240990;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Oktober;1503666;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Oktober;504393;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Oktober;287098;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Oktober;233290;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;November;239983;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;November;1578533;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;November;516875;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;November;289466;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;November;236419;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Desember;239233;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Desember;1651090;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Desember;521433;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Desember;299901;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2011;Desember;238932;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Januari;278808;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Januari;1561684;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Januari;530692;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Januari;309625;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Januari;258855;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Februari;236370;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Februari;1451736;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Februari;494799;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Februari;245882;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Februari;231457;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Maret;253339;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Maret;1645065;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Maret;544229;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Maret;265327;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Maret;248891;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;April;250899;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;April;1582880;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;April;522512;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;April;289029;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;April;248037;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Mei;258197;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Mei;1668845;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Mei;542413;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Mei;300242;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Mei;249393;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juni;267791;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juni;1685196;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juni;528568;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juni;316193;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juni;268880;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juli;268165;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juli;1671053;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juli;602625;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juli;344636;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Juli;266740;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Agustus;267601;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Agustus;1573873;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Agustus;528977;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Agustus;334309;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Agustus;258670;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;September;284783;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;September;1680588;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;September;651697;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;September;322192;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;September;262702;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Oktober;284836;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Oktober;1686800;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Oktober;586731;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Oktober;342517;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Oktober;251176;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;November;282910;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;November;1720032;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;November;607904;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;November;338759;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;November;231024;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Desember;272697;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Desember;1822128;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Desember;608329;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Desember;351085;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2012;Desember;189955;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Januari;308474;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Januari;1534744;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Januari;624398;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Januari;334142;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Januari;280711;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Februari;262363;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Februari;1418207;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Februari;518487;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Februari;287172;"Ngurah Rai"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Februari;242026;Hasanudin
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Maret;272743;Polonia
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Maret;1681186;"Soekarno Hatta"
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Maret;585913;Juanda
"Jumlah Penumpang Pesawat di Bandara Utama";"Keberangkatan pada Penerbangan Domestik";2013;Maret;323181;"Ngurah Rai"
